locus_tag	scf_id	seq_type	start	end	strand	product
F6GI4_00253	NODE_3_length_123282_cov_17.442241	CDS	41277	42542	+	5-methylthioadenosine/S-adenosylhomocysteine deaminase
F6GI4_00254	NODE_3_length_123282_cov_17.442241	CDS	42544	43272	+	Carboxy-S-adenosyl-L-methionine synthase
F6GI4_00255	NODE_3_length_123282_cov_17.442241	CDS	43265	44071	-	tRNA pseudouridine synthase A
F6GI4_00256	NODE_3_length_123282_cov_17.442241	tRNA	44149	44233	-	tRNA-Leu(taa)
F6GI4_00257	NODE_3_length_123282_cov_17.442241	CDS	44363	45094	-	Type III pantothenate kinase
F6GI4_00258	NODE_3_length_123282_cov_17.442241	CDS	45094	45960	-	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
F6GI4_00259	NODE_3_length_123282_cov_17.442241	CDS	45969	47015	-	Putative transport protein YhhT
F6GI4_00260	NODE_3_length_123282_cov_17.442241	CDS	47026	47673	-	3-isopropylmalate dehydratase small subunit 1
F6GI4_00261	NODE_3_length_123282_cov_17.442241	CDS	47685	49088	-	3-isopropylmalate dehydratase large subunit
F6GI4_00262	NODE_3_length_123282_cov_17.442241	CDS	49213	49842	-	Riboflavin synthase
F6GI4_00263	NODE_3_length_123282_cov_17.442241	CDS	49864	50262	-	tRNA(fMet)-specific endonuclease VapC
F6GI4_00264	NODE_3_length_123282_cov_17.442241	CDS	50256	50534	-	hypothetical protein
F6GI4_00265	NODE_3_length_123282_cov_17.442241	CDS	50594	51577	-	Riboflavin biosynthesis protein RibD
F6GI4_00266	NODE_3_length_123282_cov_17.442241	CDS	51791	53320	-	Arylsulfatase
F6GI4_00267	NODE_3_length_123282_cov_17.442241	tRNA	53614	53690	-	tRNA-Arg(cct)
F6GI4_00268	NODE_3_length_123282_cov_17.442241	CDS	53825	55156	+	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
F6GI4_00269	NODE_3_length_123282_cov_17.442241	CDS	55250	55687	+	Deoxyuridine 5'-triphosphate nucleotidohydrolase
F6GI4_00270	NODE_3_length_123282_cov_17.442241	CDS	55692	56549	+	putative protein
F6GI4_00271	NODE_3_length_123282_cov_17.442241	CDS	56644	57069	-	DNA protection during starvation protein
F6GI4_00272	NODE_3_length_123282_cov_17.442241	CDS	57199	60441	-	RNA polymerase-associated protein RapA
F6GI4_00273	NODE_3_length_123282_cov_17.442241	CDS	60517	61305	-	Putative metallo-hydrolase YycJ
F6GI4_00274	NODE_3_length_123282_cov_17.442241	CDS	61444	62880	+	RNA polymerase sigma-54 factor
F6GI4_00275	NODE_3_length_123282_cov_17.442241	tRNA	63165	63241	+	tRNA-Met(cat)
F6GI4_00276	NODE_3_length_123282_cov_17.442241	CDS	63326	63742	+	putative protein
F6GI4_00277	NODE_3_length_123282_cov_17.442241	CDS	63735	64049	+	putative protein
F6GI4_00278	NODE_3_length_123282_cov_17.442241	CDS	64067	64930	+	N-carbamoyl-D-amino acid hydrolase
F6GI4_00279	NODE_3_length_123282_cov_17.442241	CDS	65041	65997	+	Foldase protein PrsA 3
F6GI4_00280	NODE_3_length_123282_cov_17.442241	CDS	65999	66847	+	Ribosomal RNA small subunit methyltransferase A
F6GI4_00281	NODE_3_length_123282_cov_17.442241	CDS	66872	67696	+	Ubiquinone biosynthesis O-methyltransferase
F6GI4_00282	NODE_3_length_123282_cov_17.442241	CDS	67891	69273	+	Magnesium transporter MgtE
F6GI4_00283	NODE_3_length_123282_cov_17.442241	CDS	69530	70303	+	DNA repair protein RecO
F6GI4_00284	NODE_3_length_123282_cov_17.442241	CDS	70400	72670	-	Protein YhgF
F6GI4_00285	NODE_3_length_123282_cov_17.442241	CDS	72738	73625	-	Tyrosine recombinase XerD
F6GI4_00286	NODE_3_length_123282_cov_17.442241	CDS	73684	74571	-	Phosphoribosylaminoimidazole-succinocarboxamide synthase
F6GI4_00287	NODE_3_length_123282_cov_17.442241	CDS	74805	76313	-	Phosphomannomutase/phosphoglucomutase
F6GI4_00288	NODE_3_length_123282_cov_17.442241	CDS	76328	76603	-	hypothetical protein
F6GI4_00289	NODE_3_length_123282_cov_17.442241	CDS	76793	77239	+	Fimbrial protein
F6GI4_00290	NODE_3_length_123282_cov_17.442241	CDS	77324	77923	+	ATP-dependent Clp protease proteolytic subunit
F6GI4_00291	NODE_3_length_123282_cov_17.442241	CDS	78051	79316	+	ATP-dependent Clp protease ATP-binding subunit ClpX
F6GI4_00292	NODE_3_length_123282_cov_17.442241	CDS	79425	80822	+	Cysteine--tRNA ligase
F6GI4_00293	NODE_3_length_123282_cov_17.442241	CDS	80908	81540	-	Actin-binding protein
F6GI4_00294	NODE_3_length_123282_cov_17.442241	CDS	81657	83180	-	4-alpha-glucanotransferase
F6GI4_00295	NODE_3_length_123282_cov_17.442241	CDS	83407	84582	-	Galactokinase
F6GI4_00296	NODE_3_length_123282_cov_17.442241	CDS	84654	85703	-	Aldose 1-epimerase
F6GI4_00297	NODE_3_length_123282_cov_17.442241	CDS	85926	86777	+	Iron-sulfur cluster carrier protein
F6GI4_00298	NODE_3_length_123282_cov_17.442241	CDS	86777	87727	+	Ribosomal large subunit pseudouridine synthase D
F6GI4_00299	NODE_3_length_123282_cov_17.442241	CDS	87731	87976	+	hypothetical protein
F6GI4_00300	NODE_3_length_123282_cov_17.442241	CDS	87981	88847	+	Type-4 uracil-DNA glycosylase
F6GI4_00301	NODE_3_length_123282_cov_17.442241	CDS	88889	89470	-	hypothetical protein
F6GI4_00302	NODE_3_length_123282_cov_17.442241	CDS	89591	91123	+	Glycine--tRNA ligase
F6GI4_00303	NODE_3_length_123282_cov_17.442241	CDS	91244	91414	-	hypothetical protein
F6GI4_00304	NODE_3_length_123282_cov_17.442241	CDS	91623	91922	+	hypothetical protein
F6GI4_00305	NODE_3_length_123282_cov_17.442241	CDS	91978	94731	-	Pyruvate%2C phosphate dikinase
F6GI4_00306	NODE_3_length_123282_cov_17.442241	CDS	94950	96728	+	ABC transporter ATP-binding protein uup
F6GI4_00307	NODE_3_length_123282_cov_17.442241	CDS	96730	96987	+	hypothetical protein
F6GI4_00308	NODE_3_length_123282_cov_17.442241	CDS	96965	97423	-	hypothetical protein
F6GI4_00309	NODE_3_length_123282_cov_17.442241	CDS	97434	97736	-	hypothetical protein
F6GI4_00310	NODE_3_length_123282_cov_17.442241	CDS	97733	98320	-	ECF RNA polymerase sigma-E factor
F6GI4_00311	NODE_3_length_123282_cov_17.442241	CDS	98330	98809	-	hypothetical protein
F6GI4_00312	NODE_3_length_123282_cov_17.442241	CDS	98964	100541	-	D-3-phosphoglycerate dehydrogenase
F6GI4_00313	NODE_3_length_123282_cov_17.442241	CDS	100703	101641	+	Outer membrane protein assembly factor BamD
F6GI4_00314	NODE_3_length_123282_cov_17.442241	CDS	101634	102161	+	hypothetical protein
F6GI4_00315	NODE_3_length_123282_cov_17.442241	CDS	102356	103078	+	hypothetical protein
F6GI4_00316	NODE_3_length_123282_cov_17.442241	CDS	103180	104934	-	Allophanate hydrolase
F6GI4_00317	NODE_3_length_123282_cov_17.442241	CDS	104938	105585	-	hypothetical protein
F6GI4_00318	NODE_3_length_123282_cov_17.442241	CDS	105594	106361	-	hypothetical protein
F6GI4_00319	NODE_3_length_123282_cov_17.442241	CDS	106324	107193	-	Bicarbonate transport ATP-binding protein CmpD
F6GI4_00320	NODE_3_length_123282_cov_17.442241	CDS	107190	108197	-	Putative aliphatic sulfonates transport permease protein SsuC
F6GI4_00321	NODE_3_length_123282_cov_17.442241	CDS	108202	108888	-	hypothetical protein
F6GI4_00322	NODE_3_length_123282_cov_17.442241	CDS	108891	112472	-	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
F6GI4_00323	NODE_3_length_123282_cov_17.442241	CDS	112524	113489	-	Putative aliphatic sulfonates-binding protein
F6GI4_00324	NODE_3_length_123282_cov_17.442241	CDS	114038	114841	-	hypothetical protein
F6GI4_00325	NODE_3_length_123282_cov_17.442241	CDS	115086	115937	-	hypothetical protein
F6GI4_00326	NODE_3_length_123282_cov_17.442241	CDS	116166	116894	+	23S rRNA pseudouridine(2604) synthase
F6GI4_00327	NODE_3_length_123282_cov_17.442241	CDS	116936	117628	-	Ribonuclease 3
F6GI4_00328	NODE_3_length_123282_cov_17.442241	CDS	117810	118256	+	Phosphatidylglycerophosphatase A
F6GI4_00329	NODE_3_length_123282_cov_17.442241	CDS	118266	119207	+	hypothetical protein
F6GI4_00330	NODE_3_length_123282_cov_17.442241	CDS	119338	120435	+	Carbamoyl-phosphate synthase small chain
F6GI4_00331	NODE_3_length_123282_cov_17.442241	CDS	120493	122040	+	GMP synthase [glutamine-hydrolyzing]
F6GI4_00332	NODE_3_length_123282_cov_17.442241	CDS	122101	122466	+	hypothetical protein
F6GI4_00333	NODE_4_length_117421_cov_20.762538	CDS	15	167	-	hypothetical protein
F6GI4_00334	NODE_4_length_117421_cov_20.762538	CDS	620	2983	+	DNA polymerase II
F6GI4_00335	NODE_4_length_117421_cov_20.762538	CDS	2954	5005	-	putative signaling protein
F6GI4_00336	NODE_4_length_117421_cov_20.762538	CDS	5202	5969	-	hypothetical protein
F6GI4_00337	NODE_4_length_117421_cov_20.762538	CDS	6150	6719	+	Elongation factor P-like protein
F6GI4_00338	NODE_4_length_117421_cov_20.762538	CDS	6722	7042	+	hypothetical protein
F6GI4_00339	NODE_4_length_117421_cov_20.762538	CDS	7181	7534	-	Integration host factor subunit alpha
F6GI4_00340	NODE_4_length_117421_cov_20.762538	CDS	8063	10558	+	Autoinducer 1 sensor kinase/phosphatase LuxN
F6GI4_00341	NODE_4_length_117421_cov_20.762538	CDS	10630	10851	+	hypothetical protein
F6GI4_00342	NODE_4_length_117421_cov_20.762538	CDS	10851	11024	+	hypothetical protein
F6GI4_00343	NODE_4_length_117421_cov_20.762538	CDS	11027	11566	+	Intracellular septation protein
F6GI4_00344	NODE_4_length_117421_cov_20.762538	CDS	11696	12088	+	putative acyl-CoA thioester hydrolase
F6GI4_00345	NODE_4_length_117421_cov_20.762538	CDS	12188	12484	+	Protein YciI
F6GI4_00346	NODE_4_length_117421_cov_20.762538	CDS	12487	12876	+	hypothetical protein
F6GI4_00347	NODE_4_length_117421_cov_20.762538	CDS	13219	13440	+	hypothetical protein
F6GI4_00348	NODE_4_length_117421_cov_20.762538	CDS	13466	13723	-	hypothetical protein
F6GI4_00349	NODE_4_length_117421_cov_20.762538	CDS	13954	14397	+	Heat shock protein HslJ
F6GI4_00350	NODE_4_length_117421_cov_20.762538	CDS	14614	15756	+	Protein YnjB
F6GI4_00351	NODE_4_length_117421_cov_20.762538	CDS	15763	17463	+	Inner membrane ABC transporter permease protein YnjC
F6GI4_00352	NODE_4_length_117421_cov_20.762538	CDS	17429	18100	+	Aliphatic sulfonates import ATP-binding protein SsuB
F6GI4_00353	NODE_4_length_117421_cov_20.762538	CDS	18093	18701	+	Inner membrane protein YnjF
F6GI4_00354	NODE_4_length_117421_cov_20.762538	CDS	18773	19708	-	Ribosomal RNA large subunit methyltransferase I
F6GI4_00355	NODE_4_length_117421_cov_20.762538	CDS	19717	20412	-	putative RNA pseudouridine synthase
F6GI4_00356	NODE_4_length_117421_cov_20.762538	CDS	20474	22045	-	hypothetical protein
F6GI4_00357	NODE_4_length_117421_cov_20.762538	CDS	22290	23744	+	Cardiolipin synthase A
F6GI4_00358	NODE_4_length_117421_cov_20.762538	CDS	23948	25153	+	Cystathionine beta-lyase MetC
F6GI4_00359	NODE_4_length_117421_cov_20.762538	CDS	25313	25888	-	DNA-3-methyladenine glycosylase 1
F6GI4_00360	NODE_4_length_117421_cov_20.762538	CDS	25888	29019	-	Cobalt-zinc-cadmium resistance protein CzcA
F6GI4_00361	NODE_4_length_117421_cov_20.762538	CDS	29009	30121	-	Multidrug resistance protein MdtA
F6GI4_00362	NODE_4_length_117421_cov_20.762538	CDS	30097	31128	-	Multidrug resistance protein MexA
F6GI4_00363	NODE_4_length_117421_cov_20.762538	CDS	31320	31706	-	Phage shock protein C
F6GI4_00364	NODE_4_length_117421_cov_20.762538	CDS	31699	31932	-	Phage shock protein B
F6GI4_00365	NODE_4_length_117421_cov_20.762538	CDS	32035	32703	-	Phage shock protein A
F6GI4_00366	NODE_4_length_117421_cov_20.762538	CDS	32895	33890	+	Psp operon transcriptional activator
F6GI4_00367	NODE_4_length_117421_cov_20.762538	CDS	34183	35790	+	Peptide transport periplasmic protein SapA
F6GI4_00368	NODE_4_length_117421_cov_20.762538	CDS	35791	36753	+	Putrescine export system permease protein SapB
F6GI4_00369	NODE_4_length_117421_cov_20.762538	CDS	36740	37627	+	Putrescine export system permease protein SapC
F6GI4_00370	NODE_4_length_117421_cov_20.762538	CDS	37627	38622	+	Peptide transport system ATP-binding protein SapD
F6GI4_00371	NODE_4_length_117421_cov_20.762538	CDS	38619	39404	+	Putrescine export system ATP-binding protein SapF
F6GI4_00372	NODE_4_length_117421_cov_20.762538	CDS	39416	40189	+	hypothetical protein
F6GI4_00373	NODE_4_length_117421_cov_20.762538	CDS	40258	41163	-	putative manganese-dependent inorganic pyrophosphatase
F6GI4_00374	NODE_4_length_117421_cov_20.762538	CDS	41394	42596	+	hypothetical protein
F6GI4_00375	NODE_4_length_117421_cov_20.762538	CDS	42675	43310	-	Phosphoribosyl-AMP cyclohydrolase
F6GI4_00376	NODE_4_length_117421_cov_20.762538	CDS	43310	44095	-	Imidazole glycerol phosphate synthase subunit HisF
F6GI4_00377	NODE_4_length_117421_cov_20.762538	CDS	44077	44814	-	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
F6GI4_00378	NODE_4_length_117421_cov_20.762538	CDS	44827	45441	-	Imidazole glycerol phosphate synthase subunit HisH
F6GI4_00379	NODE_4_length_117421_cov_20.762538	CDS	45450	46598	-	Histidine biosynthesis bifunctional protein HisB
F6GI4_00380	NODE_4_length_117421_cov_20.762538	CDS	46604	47644	-	Histidinol-phosphate aminotransferase
F6GI4_00381	NODE_4_length_117421_cov_20.762538	CDS	47644	48945	-	Histidinol dehydrogenase
F6GI4_00382	NODE_4_length_117421_cov_20.762538	CDS	48952	49848	-	ATP phosphoribosyltransferase
F6GI4_00383	NODE_4_length_117421_cov_20.762538	CDS	50310	51908	-	Malate-2H(+)/Na(+)-lactate antiporter
F6GI4_00384	NODE_4_length_117421_cov_20.762538	CDS	52932	53336	+	DNA-binding protein H-NS
F6GI4_00385	NODE_4_length_117421_cov_20.762538	CDS	53456	54760	-	Inosine-guanosine kinase
F6GI4_00386	NODE_4_length_117421_cov_20.762538	CDS	54852	55121	-	hypothetical protein
F6GI4_00387	NODE_4_length_117421_cov_20.762538	CDS	55362	56483	+	tRNA-specific 2-thiouridylase MnmA
F6GI4_00388	NODE_4_length_117421_cov_20.762538	CDS	56511	57128	+	High frequency lysogenization protein HflD
F6GI4_00389	NODE_4_length_117421_cov_20.762538	CDS	57270	58640	+	Adenylosuccinate lyase
F6GI4_00390	NODE_4_length_117421_cov_20.762538	CDS	58712	59239	-	hypothetical protein
F6GI4_00391	NODE_4_length_117421_cov_20.762538	CDS	59236	59817	-	hypothetical protein
F6GI4_00392	NODE_4_length_117421_cov_20.762538	CDS	59795	60316	-	hypothetical protein
F6GI4_00393	NODE_4_length_117421_cov_20.762538	CDS	60330	61571	-	Tuberculostearic acid methyltransferase UfaA1
F6GI4_00394	NODE_4_length_117421_cov_20.762538	CDS	61576	62334	-	hypothetical protein
F6GI4_00395	NODE_4_length_117421_cov_20.762538	CDS	62335	63624	-	hypothetical protein
F6GI4_00396	NODE_4_length_117421_cov_20.762538	CDS	63637	64362	-	Sulfoacetaldehyde reductase
F6GI4_00397	NODE_4_length_117421_cov_20.762538	CDS	64362	64781	-	hypothetical protein
F6GI4_00398	NODE_4_length_117421_cov_20.762538	CDS	64969	65838	-	Protease HtpX
F6GI4_00399	NODE_4_length_117421_cov_20.762538	CDS	66141	66305	+	hypothetical protein
F6GI4_00400	NODE_4_length_117421_cov_20.762538	CDS	66380	67063	-	ATP-dependent dethiobiotin synthetase BioD 1
F6GI4_00401	NODE_4_length_117421_cov_20.762538	CDS	67060	67872	-	Malonyl-[acyl-carrier protein] O-methyltransferase
F6GI4_00402	NODE_4_length_117421_cov_20.762538	CDS	67875	69017	-	8-amino-7-oxononanoate synthase
F6GI4_00403	NODE_4_length_117421_cov_20.762538	CDS	69001	70053	-	Biotin synthase
F6GI4_00404	NODE_4_length_117421_cov_20.762538	CDS	70211	71491	+	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
F6GI4_00405	NODE_4_length_117421_cov_20.762538	CDS	71567	72232	-	hypothetical protein
F6GI4_00406	NODE_4_length_117421_cov_20.762538	CDS	72461	73489	-	Porin-like protein H
F6GI4_00407	NODE_4_length_117421_cov_20.762538	CDS	73960	76038	+	putative ATP-dependent helicase DinG
F6GI4_00408	NODE_4_length_117421_cov_20.762538	CDS	76060	76839	+	putative membrane transporter protein YfcA
F6GI4_00409	NODE_4_length_117421_cov_20.762538	CDS	76836	77384	+	Primosomal replication protein N''
F6GI4_00410	NODE_4_length_117421_cov_20.762538	CDS	77386	77547	+	hypothetical protein
F6GI4_00411	NODE_4_length_117421_cov_20.762538	CDS	77581	78390	+	Exodeoxyribonuclease III
F6GI4_00412	NODE_4_length_117421_cov_20.762538	CDS	78526	79731	-	Enoyl-[acyl-carrier-protein] reductase [NADH] 1
F6GI4_00413	NODE_4_length_117421_cov_20.762538	CDS	79916	82231	-	Acyl-coenzyme A dehydrogenase
F6GI4_00414	NODE_4_length_117421_cov_20.762538	CDS	82301	82927	-	putative HTH-type transcriptional regulator YttP
F6GI4_00415	NODE_4_length_117421_cov_20.762538	CDS	83316	83750	-	hypothetical protein
F6GI4_00416	NODE_4_length_117421_cov_20.762538	CDS	83753	85156	-	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
F6GI4_00417	NODE_4_length_117421_cov_20.762538	CDS	85153	86157	-	putative glycosyltransferase
F6GI4_00418	NODE_4_length_117421_cov_20.762538	CDS	86318	86995	+	Transcriptional regulatory protein CusR
F6GI4_00419	NODE_4_length_117421_cov_20.762538	CDS	86995	88263	+	Sensor protein QseC
F6GI4_00420	NODE_4_length_117421_cov_20.762538	CDS	88324	89241	+	hypothetical protein
F6GI4_00421	NODE_4_length_117421_cov_20.762538	CDS	89238	89528	+	hypothetical protein
F6GI4_00422	NODE_4_length_117421_cov_20.762538	CDS	89607	90539	+	Riboflavin transporter
F6GI4_00423	NODE_4_length_117421_cov_20.762538	CDS	90650	91633	+	Cytochrome c551 peroxidase
F6GI4_00424	NODE_4_length_117421_cov_20.762538	CDS	91626	93983	+	Autoinducer 2 sensor kinase/phosphatase LuxQ
F6GI4_00425	NODE_4_length_117421_cov_20.762538	CDS	94082	94330	+	hypothetical protein
F6GI4_00426	NODE_4_length_117421_cov_20.762538	CDS	94570	96051	+	Cardiolipin synthase C
F6GI4_00427	NODE_4_length_117421_cov_20.762538	CDS	96114	96656	-	Ferredoxin-type protein NapF
F6GI4_00428	NODE_4_length_117421_cov_20.762538	CDS	96678	97331	-	Tat proofreading chaperone DmsD
F6GI4_00429	NODE_4_length_117421_cov_20.762538	CDS	97398	98240	-	Anaerobic dimethyl sulfoxide reductase chain C
F6GI4_00430	NODE_4_length_117421_cov_20.762538	CDS	98237	98863	-	Anaerobic dimethyl sulfoxide reductase chain B
F6GI4_00431	NODE_4_length_117421_cov_20.762538	CDS	98878	101304	-	Putative dimethyl sulfoxide reductase chain YnfE
F6GI4_00432	NODE_4_length_117421_cov_20.762538	CDS	101825	102385	-	hypothetical protein
F6GI4_00433	NODE_4_length_117421_cov_20.762538	CDS	102592	103287	+	Quercetin 2%2C3-dioxygenase
F6GI4_00434	NODE_4_length_117421_cov_20.762538	CDS	103308	103946	-	Hydantoin racemase
F6GI4_00435	NODE_4_length_117421_cov_20.762538	CDS	104017	104817	-	(R)-stereoselective amidase
F6GI4_00436	NODE_4_length_117421_cov_20.762538	CDS	104842	106089	-	Cytosine permease
F6GI4_00437	NODE_4_length_117421_cov_20.762538	CDS	106136	107059	-	hypothetical protein
F6GI4_00438	NODE_4_length_117421_cov_20.762538	CDS	107065	107799	-	hypothetical protein
F6GI4_00439	NODE_4_length_117421_cov_20.762538	CDS	108010	108411	+	Protein YhfA
F6GI4_00440	NODE_4_length_117421_cov_20.762538	CDS	108839	109225	-	Putative ring-cleaving dioxygenase MhqE
F6GI4_00441	NODE_4_length_117421_cov_20.762538	CDS	109302	109772	-	hypothetical protein
F6GI4_00442	NODE_4_length_117421_cov_20.762538	CDS	109860	110276	-	hypothetical protein
F6GI4_00443	NODE_4_length_117421_cov_20.762538	CDS	110396	110833	-	hypothetical protein
F6GI4_00444	NODE_4_length_117421_cov_20.762538	CDS	111169	114087	+	hypothetical protein
F6GI4_00445	NODE_4_length_117421_cov_20.762538	CDS	114137	116308	-	Catalase-peroxidase
F6GI4_00446	NODE_4_length_117421_cov_20.762538	CDS	116916	117272	+	hypothetical protein
F6HG2_00001	NODE_1_length_190549_cov_28.361801	CDS	2541	3005	-	hypothetical protein
F6HG2_00002	NODE_1_length_190549_cov_28.361801	CDS	3716	4480	-	hypothetical protein
F6HG2_00003	NODE_1_length_190549_cov_28.361801	CDS	4742	5530	-	GTP cyclohydrolase 1 type 2 
F6HG2_00004	NODE_1_length_190549_cov_28.361801	CDS	5544	6053	-	hypothetical protein
F6HG2_00005	NODE_1_length_190549_cov_28.361801	CDS	6451	7134	+	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
F6HG2_00006	NODE_1_length_190549_cov_28.361801	CDS	7151	7756	+	hypothetical protein
F6HG2_00007	NODE_1_length_190549_cov_28.361801	CDS	7780	8256	-	hypothetical protein
F6HG2_00008	NODE_1_length_190549_cov_28.361801	CDS	8370	9146	+	AMP nucleosidase
F6HG2_00009	NODE_1_length_190549_cov_28.361801	CDS	9146	10177	+	putative protein YqeN
F6HG2_00010	NODE_1_length_190549_cov_28.361801	CDS	10179	11144	+	Putative 2-hydroxyacid dehydrogenase
F6HG2_00011	NODE_1_length_190549_cov_28.361801	CDS	11218	11355	+	hypothetical protein
F6HG2_00012	NODE_1_length_190549_cov_28.361801	CDS	11472	12119	+	Ribulose-phosphate 3-epimerase
F6HG2_00013	NODE_1_length_190549_cov_28.361801	CDS	12239	12862	-	Outer-membrane lipoprotein carrier protein
F6HG2_00014	NODE_1_length_190549_cov_28.361801	CDS	12919	15417	-	DNA translocase SpoIIIE
F6HG2_00015	NODE_1_length_190549_cov_28.361801	CDS	15736	16281	-	hypothetical protein
F6HG2_00016	NODE_1_length_190549_cov_28.361801	CDS	16288	17076	-	2-oxoglutarate oxidoreductase subunit KorB
F6HG2_00017	NODE_1_length_190549_cov_28.361801	CDS	17090	18169	-	2-oxoglutarate oxidoreductase subunit KorA
F6HG2_00018	NODE_1_length_190549_cov_28.361801	CDS	18184	18405	-	NAD(P)H-quinone oxidoreductase subunit I%2C chloroplastic
F6HG2_00019	NODE_1_length_190549_cov_28.361801	CDS	18840	21038	+	ATP-dependent DNA helicase RecQ
F6HG2_00020	NODE_1_length_190549_cov_28.361801	CDS	21139	22386	+	hypothetical protein
F6HG2_00021	NODE_1_length_190549_cov_28.361801	CDS	22482	23909	-	hypothetical protein
F6HG2_00022	NODE_1_length_190549_cov_28.361801	CDS	24200	25063	+	hypothetical protein
F6HG2_00023	NODE_1_length_190549_cov_28.361801	CDS	25067	25543	+	putative protein YhcH
F6HG2_00024	NODE_1_length_190549_cov_28.361801	CDS	25591	26901	-	DNA damage-inducible protein F
F6HG2_00025	NODE_1_length_190549_cov_28.361801	CDS	26898	27566	-	Uracil-DNA glycosylase
F6HG2_00026	NODE_1_length_190549_cov_28.361801	CDS	27570	29045	-	Peptidoglycan glycosyltransferase MrdB
F6HG2_00027	NODE_1_length_190549_cov_28.361801	CDS	29029	30786	-	Peptidoglycan D%2CD-transpeptidase MrdA
F6HG2_00028	NODE_1_length_190549_cov_28.361801	CDS	30891	31388	-	hypothetical protein
F6HG2_00029	NODE_1_length_190549_cov_28.361801	CDS	31391	32230	-	Cell shape-determining protein MreC
F6HG2_00030	NODE_1_length_190549_cov_28.361801	CDS	32317	33339	-	Rod shape-determining protein MreB
F6HG2_00031	NODE_1_length_190549_cov_28.361801	CDS	33430	34935	-	hypothetical protein
F6HG2_00032	NODE_1_length_190549_cov_28.361801	CDS	35003	36022	-	Holliday junction ATP-dependent DNA helicase RuvB
F6HG2_00033	NODE_1_length_190549_cov_28.361801	CDS	36026	36736	-	putative ABC transporter ATP-binding protein YxlF
F6HG2_00034	NODE_1_length_190549_cov_28.361801	CDS	36897	37916	+	hypothetical protein
F6HG2_00035	NODE_1_length_190549_cov_28.361801	CDS	37929	38381	+	Ferric uptake regulation protein
F6HG2_00036	NODE_1_length_190549_cov_28.361801	CDS	38444	39079	+	Endonuclease III
F6HG2_00037	NODE_1_length_190549_cov_28.361801	CDS	39204	41027	-	hypothetical protein
F6HG2_00038	NODE_1_length_190549_cov_28.361801	CDS	41328	43112	+	Voltage-gated ClC-type chloride channel ClcB
F6HG2_00039	NODE_1_length_190549_cov_28.361801	CDS	43289	45112	-	DEAD-box ATP-dependent RNA helicase CshA
F6HG2_00040	NODE_1_length_190549_cov_28.361801	CDS	45424	46284	-	dTDP-4-dehydrorhamnose reductase
F6HG2_00041	NODE_1_length_190549_cov_28.361801	CDS	46291	46833	-	dTDP-4-dehydrorhamnose 3%2C5-epimerase
F6HG2_00042	NODE_1_length_190549_cov_28.361801	CDS	46834	47709	-	Glucose-1-phosphate thymidylyltransferase 1
F6HG2_00043	NODE_1_length_190549_cov_28.361801	CDS	47710	48351	-	Membrane-bound lytic murein transglycosylase F
F6HG2_00044	NODE_1_length_190549_cov_28.361801	CDS	48412	49137	-	hypothetical protein
F6HG2_00045	NODE_1_length_190549_cov_28.361801	CDS	49151	49756	-	Uridine kinase
F6HG2_00046	NODE_1_length_190549_cov_28.361801	CDS	49811	50695	-	Biotin synthase
F6HG2_00047	NODE_1_length_190549_cov_28.361801	CDS	50906	52363	+	Cytosol non-specific dipeptidase
F6HG2_00048	NODE_1_length_190549_cov_28.361801	CDS	52587	52934	+	Dihydroneopterin aldolase
F6HG2_00049	NODE_1_length_190549_cov_28.361801	CDS	53036	53638	-	IMPACT family member YigZ
F6HG2_00050	NODE_1_length_190549_cov_28.361801	CDS	53642	55168	-	Alanine racemase 2
F6HG2_00051	NODE_1_length_190549_cov_28.361801	CDS	55236	56048	-	Glucosamine-6-phosphate deaminase
F6HG2_00052	NODE_1_length_190549_cov_28.361801	CDS	56154	57341	-	Anaerobic nitric oxide reductase flavorubredoxin
F6HG2_00053	NODE_1_length_190549_cov_28.361801	CDS	57376	58245	-	Malonyl CoA-acyl carrier protein transacylase
F6HG2_00054	NODE_1_length_190549_cov_28.361801	CDS	58412	58996	-	ECF RNA polymerase sigma factor SigW
F6HG2_00055	NODE_1_length_190549_cov_28.361801	CDS	59452	60744	+	Tyrosine--tRNA ligase
F6HG2_00056	NODE_1_length_190549_cov_28.361801	CDS	61077	61970	+	hypothetical protein
F6HG2_00057	NODE_1_length_190549_cov_28.361801	CDS	62150	64846	-	hypothetical protein
F6HG2_00058	NODE_1_length_190549_cov_28.361801	CDS	64853	65443	-	hypothetical protein
F6HG2_00059	NODE_1_length_190549_cov_28.361801	CDS	65443	66717	-	hypothetical protein
F6HG2_00060	NODE_1_length_190549_cov_28.361801	CDS	66723	67877	-	hypothetical protein
F6HG2_00061	NODE_1_length_190549_cov_28.361801	CDS	67899	69599	-	Modification methylase MboII
F6HG2_00062	NODE_1_length_190549_cov_28.361801	CDS	69633	70490	-	hypothetical protein
