scf_id	seq_type	start	end	strand	locus_tag	product
NODE_3_length_123282_cov_17.442241	CDS	41277	42542	+	F6GI4_00253	5-methylthioadenosine/S-adenosylhomocysteine deaminase
NODE_3_length_123282_cov_17.442241	CDS	42544	43272	+	F6GI4_00254	Carboxy-S-adenosyl-L-methionine synthase
NODE_3_length_123282_cov_17.442241	CDS	43265	44071	-	F6GI4_00255	tRNA pseudouridine synthase A
NODE_3_length_123282_cov_17.442241	tRNA	44149	44233	-	F6GI4_00256	tRNA-Leu(taa)
NODE_3_length_123282_cov_17.442241	CDS	44363	45094	-	F6GI4_00257	Type III pantothenate kinase
NODE_3_length_123282_cov_17.442241	CDS	45094	45960	-	F6GI4_00258	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NODE_3_length_123282_cov_17.442241	CDS	45969	47015	-	F6GI4_00259	Putative transport protein YhhT
NODE_3_length_123282_cov_17.442241	CDS	47026	47673	-	F6GI4_00260	3-isopropylmalate dehydratase small subunit 1
NODE_3_length_123282_cov_17.442241	CDS	47685	49088	-	F6GI4_00261	3-isopropylmalate dehydratase large subunit
NODE_3_length_123282_cov_17.442241	CDS	49213	49842	-	F6GI4_00262	Riboflavin synthase
NODE_3_length_123282_cov_17.442241	CDS	49864	50262	-	F6GI4_00263	tRNA(fMet)-specific endonuclease VapC
NODE_3_length_123282_cov_17.442241	CDS	50256	50534	-	F6GI4_00264	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	50594	51577	-	F6GI4_00265	Riboflavin biosynthesis protein RibD
NODE_3_length_123282_cov_17.442241	CDS	51791	53320	-	F6GI4_00266	Arylsulfatase
NODE_3_length_123282_cov_17.442241	tRNA	53614	53690	-	F6GI4_00267	tRNA-Arg(cct)
NODE_3_length_123282_cov_17.442241	CDS	53825	55156	+	F6GI4_00268	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NODE_3_length_123282_cov_17.442241	CDS	55250	55687	+	F6GI4_00269	Deoxyuridine 5'-triphosphate nucleotidohydrolase
NODE_3_length_123282_cov_17.442241	CDS	55692	56549	+	F6GI4_00270	putative protein
NODE_3_length_123282_cov_17.442241	CDS	56644	57069	-	F6GI4_00271	DNA protection during starvation protein
NODE_3_length_123282_cov_17.442241	CDS	57199	60441	-	F6GI4_00272	RNA polymerase-associated protein RapA
NODE_3_length_123282_cov_17.442241	CDS	60517	61305	-	F6GI4_00273	Putative metallo-hydrolase YycJ
NODE_3_length_123282_cov_17.442241	CDS	61444	62880	+	F6GI4_00274	RNA polymerase sigma-54 factor
NODE_3_length_123282_cov_17.442241	tRNA	63165	63241	+	F6GI4_00275	tRNA-Met(cat)
NODE_3_length_123282_cov_17.442241	CDS	63326	63742	+	F6GI4_00276	putative protein
NODE_3_length_123282_cov_17.442241	CDS	63735	64049	+	F6GI4_00277	putative protein
NODE_3_length_123282_cov_17.442241	CDS	64067	64930	+	F6GI4_00278	N-carbamoyl-D-amino acid hydrolase
NODE_3_length_123282_cov_17.442241	CDS	65041	65997	+	F6GI4_00279	Foldase protein PrsA 3
NODE_3_length_123282_cov_17.442241	CDS	65999	66847	+	F6GI4_00280	Ribosomal RNA small subunit methyltransferase A
NODE_3_length_123282_cov_17.442241	CDS	66872	67696	+	F6GI4_00281	Ubiquinone biosynthesis O-methyltransferase
NODE_3_length_123282_cov_17.442241	CDS	67891	69273	+	F6GI4_00282	Magnesium transporter MgtE
NODE_3_length_123282_cov_17.442241	CDS	69530	70303	+	F6GI4_00283	DNA repair protein RecO
NODE_3_length_123282_cov_17.442241	CDS	70400	72670	-	F6GI4_00284	Protein YhgF
NODE_3_length_123282_cov_17.442241	CDS	72738	73625	-	F6GI4_00285	Tyrosine recombinase XerD
NODE_3_length_123282_cov_17.442241	CDS	73684	74571	-	F6GI4_00286	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NODE_3_length_123282_cov_17.442241	CDS	74805	76313	-	F6GI4_00287	Phosphomannomutase/phosphoglucomutase
NODE_3_length_123282_cov_17.442241	CDS	76328	76603	-	F6GI4_00288	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	76793	77239	+	F6GI4_00289	Fimbrial protein
NODE_3_length_123282_cov_17.442241	CDS	77324	77923	+	F6GI4_00290	ATP-dependent Clp protease proteolytic subunit
NODE_3_length_123282_cov_17.442241	CDS	78051	79316	+	F6GI4_00291	ATP-dependent Clp protease ATP-binding subunit ClpX
NODE_3_length_123282_cov_17.442241	CDS	79425	80822	+	F6GI4_00292	Cysteine--tRNA ligase
NODE_3_length_123282_cov_17.442241	CDS	80908	81540	-	F6GI4_00293	Actin-binding protein
NODE_3_length_123282_cov_17.442241	CDS	81657	83180	-	F6GI4_00294	4-alpha-glucanotransferase
NODE_3_length_123282_cov_17.442241	CDS	83407	84582	-	F6GI4_00295	Galactokinase
NODE_3_length_123282_cov_17.442241	CDS	84654	85703	-	F6GI4_00296	Aldose 1-epimerase
NODE_3_length_123282_cov_17.442241	CDS	85926	86777	+	F6GI4_00297	Iron-sulfur cluster carrier protein
NODE_3_length_123282_cov_17.442241	CDS	86777	87727	+	F6GI4_00298	Ribosomal large subunit pseudouridine synthase D
NODE_3_length_123282_cov_17.442241	CDS	87731	87976	+	F6GI4_00299	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	87981	88847	+	F6GI4_00300	Type-4 uracil-DNA glycosylase
NODE_3_length_123282_cov_17.442241	CDS	88889	89470	-	F6GI4_00301	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	89591	91123	+	F6GI4_00302	Glycine--tRNA ligase
NODE_3_length_123282_cov_17.442241	CDS	91244	91414	-	F6GI4_00303	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	91623	91922	+	F6GI4_00304	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	91978	94731	-	F6GI4_00305	Pyruvate%2C phosphate dikinase
NODE_3_length_123282_cov_17.442241	CDS	94950	96728	+	F6GI4_00306	ABC transporter ATP-binding protein uup
NODE_3_length_123282_cov_17.442241	CDS	96730	96987	+	F6GI4_00307	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	96965	97423	-	F6GI4_00308	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	97434	97736	-	F6GI4_00309	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	97733	98320	-	F6GI4_00310	ECF RNA polymerase sigma-E factor
NODE_3_length_123282_cov_17.442241	CDS	98330	98809	-	F6GI4_00311	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	98964	100541	-	F6GI4_00312	D-3-phosphoglycerate dehydrogenase
NODE_3_length_123282_cov_17.442241	CDS	100703	101641	+	F6GI4_00313	Outer membrane protein assembly factor BamD
NODE_3_length_123282_cov_17.442241	CDS	101634	102161	+	F6GI4_00314	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	102356	103078	+	F6GI4_00315	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	103180	104934	-	F6GI4_00316	Allophanate hydrolase
NODE_3_length_123282_cov_17.442241	CDS	104938	105585	-	F6GI4_00317	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	105594	106361	-	F6GI4_00318	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	106324	107193	-	F6GI4_00319	Bicarbonate transport ATP-binding protein CmpD
NODE_3_length_123282_cov_17.442241	CDS	107190	108197	-	F6GI4_00320	Putative aliphatic sulfonates transport permease protein SsuC
NODE_3_length_123282_cov_17.442241	CDS	108202	108888	-	F6GI4_00321	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	108891	112472	-	F6GI4_00322	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
NODE_3_length_123282_cov_17.442241	CDS	112524	113489	-	F6GI4_00323	Putative aliphatic sulfonates-binding protein
NODE_3_length_123282_cov_17.442241	CDS	114038	114841	-	F6GI4_00324	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	115086	115937	-	F6GI4_00325	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	116166	116894	+	F6GI4_00326	23S rRNA pseudouridine(2604) synthase
NODE_3_length_123282_cov_17.442241	CDS	116936	117628	-	F6GI4_00327	Ribonuclease 3
NODE_3_length_123282_cov_17.442241	CDS	117810	118256	+	F6GI4_00328	Phosphatidylglycerophosphatase A
NODE_3_length_123282_cov_17.442241	CDS	118266	119207	+	F6GI4_00329	hypothetical protein
NODE_3_length_123282_cov_17.442241	CDS	119338	120435	+	F6GI4_00330	Carbamoyl-phosphate synthase small chain
NODE_3_length_123282_cov_17.442241	CDS	120493	122040	+	F6GI4_00331	GMP synthase [glutamine-hydrolyzing]
NODE_3_length_123282_cov_17.442241	CDS	122101	122466	+	F6GI4_00332	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	15	167	-	F6GI4_00333	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	620	2983	+	F6GI4_00334	DNA polymerase II
NODE_4_length_117421_cov_20.762538	CDS	2954	5005	-	F6GI4_00335	putative signaling protein
NODE_4_length_117421_cov_20.762538	CDS	5202	5969	-	F6GI4_00336	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	6150	6719	+	F6GI4_00337	Elongation factor P-like protein
NODE_4_length_117421_cov_20.762538	CDS	6722	7042	+	F6GI4_00338	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	7181	7534	-	F6GI4_00339	Integration host factor subunit alpha
NODE_4_length_117421_cov_20.762538	CDS	8063	10558	+	F6GI4_00340	Autoinducer 1 sensor kinase/phosphatase LuxN
NODE_4_length_117421_cov_20.762538	CDS	10630	10851	+	F6GI4_00341	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	10851	11024	+	F6GI4_00342	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	11027	11566	+	F6GI4_00343	Intracellular septation protein
NODE_4_length_117421_cov_20.762538	CDS	11696	12088	+	F6GI4_00344	putative acyl-CoA thioester hydrolase
NODE_4_length_117421_cov_20.762538	CDS	12188	12484	+	F6GI4_00345	Protein YciI
NODE_4_length_117421_cov_20.762538	CDS	12487	12876	+	F6GI4_00346	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	13219	13440	+	F6GI4_00347	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	13466	13723	-	F6GI4_00348	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	13954	14397	+	F6GI4_00349	Heat shock protein HslJ
NODE_4_length_117421_cov_20.762538	CDS	14614	15756	+	F6GI4_00350	Protein YnjB
NODE_4_length_117421_cov_20.762538	CDS	15763	17463	+	F6GI4_00351	Inner membrane ABC transporter permease protein YnjC
NODE_4_length_117421_cov_20.762538	CDS	17429	18100	+	F6GI4_00352	Aliphatic sulfonates import ATP-binding protein SsuB
NODE_4_length_117421_cov_20.762538	CDS	18093	18701	+	F6GI4_00353	Inner membrane protein YnjF
NODE_4_length_117421_cov_20.762538	CDS	18773	19708	-	F6GI4_00354	Ribosomal RNA large subunit methyltransferase I
NODE_4_length_117421_cov_20.762538	CDS	19717	20412	-	F6GI4_00355	putative RNA pseudouridine synthase
NODE_4_length_117421_cov_20.762538	CDS	20474	22045	-	F6GI4_00356	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	22290	23744	+	F6GI4_00357	Cardiolipin synthase A
NODE_4_length_117421_cov_20.762538	CDS	23948	25153	+	F6GI4_00358	Cystathionine beta-lyase MetC
NODE_4_length_117421_cov_20.762538	CDS	25313	25888	-	F6GI4_00359	DNA-3-methyladenine glycosylase 1
NODE_4_length_117421_cov_20.762538	CDS	25888	29019	-	F6GI4_00360	Cobalt-zinc-cadmium resistance protein CzcA
NODE_4_length_117421_cov_20.762538	CDS	29009	30121	-	F6GI4_00361	Multidrug resistance protein MdtA
NODE_4_length_117421_cov_20.762538	CDS	30097	31128	-	F6GI4_00362	Multidrug resistance protein MexA
NODE_4_length_117421_cov_20.762538	CDS	31320	31706	-	F6GI4_00363	Phage shock protein C
NODE_4_length_117421_cov_20.762538	CDS	31699	31932	-	F6GI4_00364	Phage shock protein B
NODE_4_length_117421_cov_20.762538	CDS	32035	32703	-	F6GI4_00365	Phage shock protein A
NODE_4_length_117421_cov_20.762538	CDS	32895	33890	+	F6GI4_00366	Psp operon transcriptional activator
NODE_4_length_117421_cov_20.762538	CDS	34183	35790	+	F6GI4_00367	Peptide transport periplasmic protein SapA
NODE_4_length_117421_cov_20.762538	CDS	35791	36753	+	F6GI4_00368	Putrescine export system permease protein SapB
NODE_4_length_117421_cov_20.762538	CDS	36740	37627	+	F6GI4_00369	Putrescine export system permease protein SapC
NODE_4_length_117421_cov_20.762538	CDS	37627	38622	+	F6GI4_00370	Peptide transport system ATP-binding protein SapD
NODE_4_length_117421_cov_20.762538	CDS	38619	39404	+	F6GI4_00371	Putrescine export system ATP-binding protein SapF
NODE_4_length_117421_cov_20.762538	CDS	39416	40189	+	F6GI4_00372	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	40258	41163	-	F6GI4_00373	putative manganese-dependent inorganic pyrophosphatase
NODE_4_length_117421_cov_20.762538	CDS	41394	42596	+	F6GI4_00374	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	42675	43310	-	F6GI4_00375	Phosphoribosyl-AMP cyclohydrolase
NODE_4_length_117421_cov_20.762538	CDS	43310	44095	-	F6GI4_00376	Imidazole glycerol phosphate synthase subunit HisF
NODE_4_length_117421_cov_20.762538	CDS	44077	44814	-	F6GI4_00377	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
NODE_4_length_117421_cov_20.762538	CDS	44827	45441	-	F6GI4_00378	Imidazole glycerol phosphate synthase subunit HisH
NODE_4_length_117421_cov_20.762538	CDS	45450	46598	-	F6GI4_00379	Histidine biosynthesis bifunctional protein HisB
NODE_4_length_117421_cov_20.762538	CDS	46604	47644	-	F6GI4_00380	Histidinol-phosphate aminotransferase
NODE_4_length_117421_cov_20.762538	CDS	47644	48945	-	F6GI4_00381	Histidinol dehydrogenase
NODE_4_length_117421_cov_20.762538	CDS	48952	49848	-	F6GI4_00382	ATP phosphoribosyltransferase
NODE_4_length_117421_cov_20.762538	CDS	50310	51908	-	F6GI4_00383	Malate-2H(+)/Na(+)-lactate antiporter
NODE_4_length_117421_cov_20.762538	CDS	52932	53336	+	F6GI4_00384	DNA-binding protein H-NS
NODE_4_length_117421_cov_20.762538	CDS	53456	54760	-	F6GI4_00385	Inosine-guanosine kinase
NODE_4_length_117421_cov_20.762538	CDS	54852	55121	-	F6GI4_00386	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	55362	56483	+	F6GI4_00387	tRNA-specific 2-thiouridylase MnmA
NODE_4_length_117421_cov_20.762538	CDS	56511	57128	+	F6GI4_00388	High frequency lysogenization protein HflD
NODE_4_length_117421_cov_20.762538	CDS	57270	58640	+	F6GI4_00389	Adenylosuccinate lyase
NODE_4_length_117421_cov_20.762538	CDS	58712	59239	-	F6GI4_00390	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	59236	59817	-	F6GI4_00391	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	59795	60316	-	F6GI4_00392	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	60330	61571	-	F6GI4_00393	Tuberculostearic acid methyltransferase UfaA1
NODE_4_length_117421_cov_20.762538	CDS	61576	62334	-	F6GI4_00394	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	62335	63624	-	F6GI4_00395	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	63637	64362	-	F6GI4_00396	Sulfoacetaldehyde reductase
NODE_4_length_117421_cov_20.762538	CDS	64362	64781	-	F6GI4_00397	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	64969	65838	-	F6GI4_00398	Protease HtpX
NODE_4_length_117421_cov_20.762538	CDS	66141	66305	+	F6GI4_00399	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	66380	67063	-	F6GI4_00400	ATP-dependent dethiobiotin synthetase BioD 1
NODE_4_length_117421_cov_20.762538	CDS	67060	67872	-	F6GI4_00401	Malonyl-[acyl-carrier protein] O-methyltransferase
NODE_4_length_117421_cov_20.762538	CDS	67875	69017	-	F6GI4_00402	8-amino-7-oxononanoate synthase
NODE_4_length_117421_cov_20.762538	CDS	69001	70053	-	F6GI4_00403	Biotin synthase
NODE_4_length_117421_cov_20.762538	CDS	70211	71491	+	F6GI4_00404	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
NODE_4_length_117421_cov_20.762538	CDS	71567	72232	-	F6GI4_00405	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	72461	73489	-	F6GI4_00406	Porin-like protein H
NODE_4_length_117421_cov_20.762538	CDS	73960	76038	+	F6GI4_00407	putative ATP-dependent helicase DinG
NODE_4_length_117421_cov_20.762538	CDS	76060	76839	+	F6GI4_00408	putative membrane transporter protein YfcA
NODE_4_length_117421_cov_20.762538	CDS	76836	77384	+	F6GI4_00409	Primosomal replication protein N''
NODE_4_length_117421_cov_20.762538	CDS	77386	77547	+	F6GI4_00410	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	77581	78390	+	F6GI4_00411	Exodeoxyribonuclease III
NODE_4_length_117421_cov_20.762538	CDS	78526	79731	-	F6GI4_00412	Enoyl-[acyl-carrier-protein] reductase [NADH] 1
NODE_4_length_117421_cov_20.762538	CDS	79916	82231	-	F6GI4_00413	Acyl-coenzyme A dehydrogenase
NODE_4_length_117421_cov_20.762538	CDS	82301	82927	-	F6GI4_00414	putative HTH-type transcriptional regulator YttP
NODE_4_length_117421_cov_20.762538	CDS	83316	83750	-	F6GI4_00415	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	83753	85156	-	F6GI4_00416	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
NODE_4_length_117421_cov_20.762538	CDS	85153	86157	-	F6GI4_00417	putative glycosyltransferase
NODE_4_length_117421_cov_20.762538	CDS	86318	86995	+	F6GI4_00418	Transcriptional regulatory protein CusR
NODE_4_length_117421_cov_20.762538	CDS	86995	88263	+	F6GI4_00419	Sensor protein QseC
NODE_4_length_117421_cov_20.762538	CDS	88324	89241	+	F6GI4_00420	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	89238	89528	+	F6GI4_00421	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	89607	90539	+	F6GI4_00422	Riboflavin transporter
NODE_4_length_117421_cov_20.762538	CDS	90650	91633	+	F6GI4_00423	Cytochrome c551 peroxidase
NODE_4_length_117421_cov_20.762538	CDS	91626	93983	+	F6GI4_00424	Autoinducer 2 sensor kinase/phosphatase LuxQ
NODE_4_length_117421_cov_20.762538	CDS	94082	94330	+	F6GI4_00425	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	94570	96051	+	F6GI4_00426	Cardiolipin synthase C
NODE_4_length_117421_cov_20.762538	CDS	96114	96656	-	F6GI4_00427	Ferredoxin-type protein NapF
NODE_4_length_117421_cov_20.762538	CDS	96678	97331	-	F6GI4_00428	Tat proofreading chaperone DmsD
NODE_4_length_117421_cov_20.762538	CDS	97398	98240	-	F6GI4_00429	Anaerobic dimethyl sulfoxide reductase chain C
NODE_4_length_117421_cov_20.762538	CDS	98237	98863	-	F6GI4_00430	Anaerobic dimethyl sulfoxide reductase chain B
NODE_4_length_117421_cov_20.762538	CDS	98878	101304	-	F6GI4_00431	Putative dimethyl sulfoxide reductase chain YnfE
NODE_4_length_117421_cov_20.762538	CDS	101825	102385	-	F6GI4_00432	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	102592	103287	+	F6GI4_00433	Quercetin 2%2C3-dioxygenase
NODE_4_length_117421_cov_20.762538	CDS	103308	103946	-	F6GI4_00434	Hydantoin racemase
NODE_4_length_117421_cov_20.762538	CDS	104017	104817	-	F6GI4_00435	(R)-stereoselective amidase
NODE_4_length_117421_cov_20.762538	CDS	104842	106089	-	F6GI4_00436	Cytosine permease
NODE_4_length_117421_cov_20.762538	CDS	106136	107059	-	F6GI4_00437	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	107065	107799	-	F6GI4_00438	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	108010	108411	+	F6GI4_00439	Protein YhfA
NODE_4_length_117421_cov_20.762538	CDS	108839	109225	-	F6GI4_00440	Putative ring-cleaving dioxygenase MhqE
NODE_4_length_117421_cov_20.762538	CDS	109302	109772	-	F6GI4_00441	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	109860	110276	-	F6GI4_00442	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	110396	110833	-	F6GI4_00443	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	111169	114087	+	F6GI4_00444	hypothetical protein
NODE_4_length_117421_cov_20.762538	CDS	114137	116308	-	F6GI4_00445	Catalase-peroxidase
NODE_4_length_117421_cov_20.762538	CDS	116916	117272	+	F6GI4_00446	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	2541	3005	-	F6HG2_00001	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	3716	4480	-	F6HG2_00002	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	4742	5530	-	F6HG2_00003	GTP cyclohydrolase 1 type 2 
NODE_1_length_190549_cov_28.361801	CDS	5544	6053	-	F6HG2_00004	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	6451	7134	+	F6HG2_00005	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
NODE_1_length_190549_cov_28.361801	CDS	7151	7756	+	F6HG2_00006	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	7780	8256	-	F6HG2_00007	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	8370	9146	+	F6HG2_00008	AMP nucleosidase
NODE_1_length_190549_cov_28.361801	CDS	9146	10177	+	F6HG2_00009	putative protein YqeN
NODE_1_length_190549_cov_28.361801	CDS	10179	11144	+	F6HG2_00010	Putative 2-hydroxyacid dehydrogenase
NODE_1_length_190549_cov_28.361801	CDS	11218	11355	+	F6HG2_00011	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	11472	12119	+	F6HG2_00012	Ribulose-phosphate 3-epimerase
NODE_1_length_190549_cov_28.361801	CDS	12239	12862	-	F6HG2_00013	Outer-membrane lipoprotein carrier protein
NODE_1_length_190549_cov_28.361801	CDS	12919	15417	-	F6HG2_00014	DNA translocase SpoIIIE
NODE_1_length_190549_cov_28.361801	CDS	15736	16281	-	F6HG2_00015	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	16288	17076	-	F6HG2_00016	2-oxoglutarate oxidoreductase subunit KorB
NODE_1_length_190549_cov_28.361801	CDS	17090	18169	-	F6HG2_00017	2-oxoglutarate oxidoreductase subunit KorA
NODE_1_length_190549_cov_28.361801	CDS	18184	18405	-	F6HG2_00018	NAD(P)H-quinone oxidoreductase subunit I%2C chloroplastic
NODE_1_length_190549_cov_28.361801	CDS	18840	21038	+	F6HG2_00019	ATP-dependent DNA helicase RecQ
NODE_1_length_190549_cov_28.361801	CDS	21139	22386	+	F6HG2_00020	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	22482	23909	-	F6HG2_00021	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	24200	25063	+	F6HG2_00022	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	25067	25543	+	F6HG2_00023	putative protein YhcH
NODE_1_length_190549_cov_28.361801	CDS	25591	26901	-	F6HG2_00024	DNA damage-inducible protein F
NODE_1_length_190549_cov_28.361801	CDS	26898	27566	-	F6HG2_00025	Uracil-DNA glycosylase
NODE_1_length_190549_cov_28.361801	CDS	27570	29045	-	F6HG2_00026	Peptidoglycan glycosyltransferase MrdB
NODE_1_length_190549_cov_28.361801	CDS	29029	30786	-	F6HG2_00027	Peptidoglycan D%2CD-transpeptidase MrdA
NODE_1_length_190549_cov_28.361801	CDS	30891	31388	-	F6HG2_00028	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	31391	32230	-	F6HG2_00029	Cell shape-determining protein MreC
NODE_1_length_190549_cov_28.361801	CDS	32317	33339	-	F6HG2_00030	Rod shape-determining protein MreB
NODE_1_length_190549_cov_28.361801	CDS	33430	34935	-	F6HG2_00031	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	35003	36022	-	F6HG2_00032	Holliday junction ATP-dependent DNA helicase RuvB
NODE_1_length_190549_cov_28.361801	CDS	36026	36736	-	F6HG2_00033	putative ABC transporter ATP-binding protein YxlF
NODE_1_length_190549_cov_28.361801	CDS	36897	37916	+	F6HG2_00034	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	37929	38381	+	F6HG2_00035	Ferric uptake regulation protein
NODE_1_length_190549_cov_28.361801	CDS	38444	39079	+	F6HG2_00036	Endonuclease III
NODE_1_length_190549_cov_28.361801	CDS	39204	41027	-	F6HG2_00037	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	41328	43112	+	F6HG2_00038	Voltage-gated ClC-type chloride channel ClcB
NODE_1_length_190549_cov_28.361801	CDS	43289	45112	-	F6HG2_00039	DEAD-box ATP-dependent RNA helicase CshA
NODE_1_length_190549_cov_28.361801	CDS	45424	46284	-	F6HG2_00040	dTDP-4-dehydrorhamnose reductase
NODE_1_length_190549_cov_28.361801	CDS	46291	46833	-	F6HG2_00041	dTDP-4-dehydrorhamnose 3%2C5-epimerase
NODE_1_length_190549_cov_28.361801	CDS	46834	47709	-	F6HG2_00042	Glucose-1-phosphate thymidylyltransferase 1
NODE_1_length_190549_cov_28.361801	CDS	47710	48351	-	F6HG2_00043	Membrane-bound lytic murein transglycosylase F
NODE_1_length_190549_cov_28.361801	CDS	48412	49137	-	F6HG2_00044	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	49151	49756	-	F6HG2_00045	Uridine kinase
NODE_1_length_190549_cov_28.361801	CDS	49811	50695	-	F6HG2_00046	Biotin synthase
NODE_1_length_190549_cov_28.361801	CDS	50906	52363	+	F6HG2_00047	Cytosol non-specific dipeptidase
NODE_1_length_190549_cov_28.361801	CDS	52587	52934	+	F6HG2_00048	Dihydroneopterin aldolase
NODE_1_length_190549_cov_28.361801	CDS	53036	53638	-	F6HG2_00049	IMPACT family member YigZ
NODE_1_length_190549_cov_28.361801	CDS	53642	55168	-	F6HG2_00050	Alanine racemase 2
NODE_1_length_190549_cov_28.361801	CDS	55236	56048	-	F6HG2_00051	Glucosamine-6-phosphate deaminase
NODE_1_length_190549_cov_28.361801	CDS	56154	57341	-	F6HG2_00052	Anaerobic nitric oxide reductase flavorubredoxin
NODE_1_length_190549_cov_28.361801	CDS	57376	58245	-	F6HG2_00053	Malonyl CoA-acyl carrier protein transacylase
NODE_1_length_190549_cov_28.361801	CDS	58412	58996	-	F6HG2_00054	ECF RNA polymerase sigma factor SigW
NODE_1_length_190549_cov_28.361801	CDS	59452	60744	+	F6HG2_00055	Tyrosine--tRNA ligase
NODE_1_length_190549_cov_28.361801	CDS	61077	61970	+	F6HG2_00056	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	62150	64846	-	F6HG2_00057	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	64853	65443	-	F6HG2_00058	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	65443	66717	-	F6HG2_00059	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	66723	67877	-	F6HG2_00060	hypothetical protein
NODE_1_length_190549_cov_28.361801	CDS	67899	69599	-	F6HG2_00061	Modification methylase MboII
NODE_1_length_190549_cov_28.361801	CDS	69633	70490	-	F6HG2_00062	hypothetical protein
